Chromosome,Start,End,GeneID,Description,Strand
chr0,27013706,27014825,Niat3g_61077,"Transcription termination factor mterf5, chloroplastic",-
chr0,27020845,27023840,Niat3g_61078,"Transcription termination factor mterf5, chloroplastic",+
chr0,27061898,27066843,Niat3g_61083,IST1-like protein,+
chr0,27067459,27074339,Niat3g_61084,Somatic embryogenesis receptor kinase,-
chr0,27247766,27248006,Niat3g_61088,Unknown protein,-
chr0,27255162,27255390,Niat3g_61090,Unknown protein,-
chr0,27259923,27261195,Niat3g_61091,NAD-dependent protein deacetylase HST1,-
chr0,27330755,27331208,Niat3g_61092,Ethylene-responsive transcription factor,-
chr0,27332370,27358930,Niat3g_61093,exocyst complex component SEC6-like,-
chr0,27481598,27482507,Niat3g_61102,RING-type domain-containing protein,-
chr0,27695662,27701196,Niat3g_61103,ANK_REP_REGION domain-containing protein,+
chr0,27754280,27755010,Niat3g_61105,Unknown protein,+
chr0,27776060,27777697,Niat3g_61107,Retrovirus-related Pol polyprotein from transposon RE1,+
chr0,27789639,27794209,Niat3g_61108,GFO_IDH_MocA domain-containing protein,+
chr0,27796288,27797542,Niat3g_61109,16.9 kDa class I heat shock protein 1-like,-
chr0,27891289,27891604,Niat3g_61110,Unknown protein,-
chr0,27918707,27946099,Niat3g_61111,Midasin,-
chr0,27965260,27966431,Niat3g_61115,Midasin,-
chr0,27966586,27968642,Niat3g_61116,midasin-like,-
chr0,27968633,27970941,Niat3g_61117,Midasin,-
chr0,27971708,27980782,Niat3g_61118,Midasin,-
chr0,28273872,28275182,Niat3g_61120,Glycosyltransferase,-
chr0,28288095,28289175,Niat3g_61121,Glycosyltransferase,-
chr0,28424902,28444238,Niat3g_61125,Protein kinase domain-containing protein,+
chr0,28446696,28449768,Niat3g_61126,NAC domain-containing protein,-
chr0,28595740,28596085,Niat3g_61129,THO complex subunit 2-like,-
chr0,28596974,28597596,Niat3g_61130,Reverse transcriptase domain-containing protein,-
chr0,28598011,28598771,Niat3g_61131,Reverse transcriptase domain-containing protein,-
chr0,28599461,28600505,Niat3g_61132,Reverse transcriptase domain-containing protein,-
chr0,28608582,28610763,Niat3g_61135,FRIGIDA-like protein,-
chr0,28729397,28735619,Niat3g_61137,Sphinganine c4-monooxygenase 1,+
chr0,28736388,28738113,Niat3g_61138,Pentatricopeptide repeat-containing protein,-
chr0,28811978,28819736,Niat3g_61139,CS domain-containing protein,+
chr0,28834790,28836938,Niat3g_61140,Pentatricopeptide repeat-containing protein,-
chr0,28848552,28862532,Niat3g_61142,tRNA pseudouridine(38/39) synthase-like,-
chr0,28863859,28867188,Niat3g_61144,programmed cell death protein 4-like,+
chr0,29024521,29028634,Niat3g_61146,Fluoroacetate dehalogenase,+
chr0,29114250,29117533,Niat3g_61148,DNA-binding WRKY,+
chr0,29167410,29177115,Niat3g_61151,Ras-related protein rab7,+
chr0,29177849,29183484,Niat3g_61152,Unknown protein,+
chr0,29200768,29205716,Niat3g_61153,"ATP synthase 27 kDa subunit, mitochondrial",+
chr0,29420249,29424777,Niat3g_61157,Polyadenylate-binding protein,+
chr0,29424875,29427541,Niat3g_61158,UPF0544 protein C5orf45 homolog,-
chr0,29428448,29429102,Niat3g_61159,Dimer_Tnp_hAT domain-containing protein,-
chr0,29633798,29635367,Niat3g_61164,sugar transport protein 12-like,+
chr0,29674270,29677041,Niat3g_61167,Hypoxanthine phosphoribosyltransferase,+
chr0,29677813,29678161,Niat3g_61168,Tr-type G domain-containing protein,-
chr0,29682364,29682838,Niat3g_61169,Polyribonucleotide nucleotidyltransferase,+
chr0,29701220,29704718,Niat3g_61170,Leucine-rich receptor-like protein kinase family protein isoform 2,-
chr0,29721490,29726672,Niat3g_61171,30S ribosomal protein S1-like,-
chr0,29885599,29895945,Niat3g_61180,Type I inositol polyphosphate 5-phosphatase 5,+
chr0,30039077,30043269,Niat3g_61182,dehydrogenase/reductase SDR family member 12,+
chr0,30047217,30054509,Niat3g_61183,Microsomal signal peptidase 25 kD subunit,-
chr0,30073777,30076758,Niat3g_61185,Choline kinase,-
chr0,30202825,30203074,Niat3g_61200,Unknown protein,-
chr0,30343461,30343755,Niat3g_61221,Unknown protein,-
chr0,30478381,30490471,Niat3g_61228,Carboxypeptidase D,+
chr0,30507638,30510821,Niat3g_61229,Choline kinase,+
chr0,30752466,30775068,Niat3g_61231,protein GIGANTEA-like,+
chr0,30778791,30786621,Niat3g_61232,Uncharacterised conserved protein UCP009193,+
chr0,30891342,30893941,Niat3g_61235,Low affinity potassium transport system protein kup isoform 1,+
chr0,30895845,30898271,Niat3g_61236,NAD(P)-binding Rossmann-fold superfamily protein,+
chr0,30932584,30935957,Niat3g_61240,xanthoxin dehydrogenase-like,+
chr0,30955383,30957486,Niat3g_61241,leiomodin-2-like,+
chr0,31053307,31055524,Niat3g_61242,Protein kinase domain-containing protein,+
chr0,31056960,31057539,Niat3g_61243,Retrovirus-related pol polyprotein from transposon tnt 1-94,+
chr0,31060791,31061148,Niat3g_61247,Protein of unknown function (DUF3511),-
chr0,31251268,31251523,Niat3g_61256,Unknown protein,-
chr0,31253581,31253965,Niat3g_61257,DUF4216 domain-containing protein,+
chr0,31254716,31255163,Niat3g_61258,Unknown protein,+
chr0,31256496,31256832,Niat3g_61261,RNase H domain-containing protein,+
chr0,31263088,31265890,Niat3g_61262,Mannose-6-phosphate isomerase,+
chr0,31266990,31273187,Niat3g_61263,Peroxidase,-
chr0,31291609,31293907,Niat3g_61264,Peroxidase,-
chr0,31403053,31403455,Niat3g_61267,Unknown protein,+
chr0,31442474,31442789,Niat3g_61270,Unknown protein,+
chr0,31486318,31486582,Niat3g_61273,Unknown protein,+
chr0,31513558,31516297,Niat3g_61276,Peroxidase,-
chr0,31547108,31549976,Niat3g_61277,Peroxidase,-
chr0,31582061,31595129,Niat3g_61278,Pyrophosphate-energized membrane proton pump 3,-
chr0,31661846,31662977,Niat3g_61279,Kinase family protein,-
chr0,31718790,31719036,Niat3g_61282,Retrovirus-related Pol polyprotein from transposon TNT 1-94,+
chr0,31719246,31719540,Niat3g_61283,Retrovirus-related Pol polyprotein from transposon TNT 1-94,+
chr0,31823438,31831268,Niat3g_61284,S-acyltransferase,+
chr0,31832019,31832828,Niat3g_61285,PMEI domain-containing protein,+
chr0,31839399,31840098,Niat3g_61286,RING finger protein 145-like,+
chr0,31856714,31859591,Niat3g_61289,PMEI domain-containing protein,+
chr0,31861830,31865821,Niat3g_61291,importin beta-like SAD2 homolog,+
chr0,31953302,31954154,Niat3g_61294,Eukaryotic translation initiation factor 4G,+
chr0,31955978,31956713,Niat3g_61295,Retrovirus-related Pol polyprotein from transposon TNT 1-94,+
chr0,31958298,31958607,Niat3g_61296,PMEI domain-containing protein,+
chr0,32181018,32183982,Niat3g_61300,Ethylene-responsive transcription factor abr1,-
chr0,32352849,32353185,Niat3g_61302,Unknown protein,+
chr0,32413205,32413554,Niat3g_61304,Integrase catalytic domain-containing protein,-
chr0,32413994,32414299,Niat3g_61305,Eukaryotic translation initiation factor 4G,-
chr0,32530843,32531629,Niat3g_61306,fruit-specific protein-like,+
chr0,32548818,32549058,Niat3g_61308,Unknown protein,+
chr0,32591516,32592110,Niat3g_61315,5-formyltetrahydrofolate cyclo-ligase-like protein COG0212,+
chr0,32594214,32595499,Niat3g_61316,5-formyltetrahydrofolate cyclo-ligase-like protein COG0212,+
chr0,32615006,32615778,Niat3g_61317,fruit-specific protein-like,+
chr0,32627419,32627735,Niat3g_61319,Unknown protein,+
chr0,32631738,32632434,Niat3g_61321,DNA/RNA polymerases superfamily protein,+
chr0,32666634,32666916,Niat3g_61322,Unknown protein,+
chr0,32799210,32799516,Niat3g_61346,Unknown protein,+
chr0,32805707,32805968,Niat3g_61347,DNA-directed DNA polymerase,+
chr0,32814728,32815085,Niat3g_61351,Unknown protein,+
chr0,32906079,32906355,Niat3g_61358,Unknown protein,+
chr0,33167893,33168139,Niat3g_61378,Unknown protein,+
chr0,33169737,33170094,Niat3g_61379,"Cationic amino acid transporter 4, vacuolar",+
chr0,33172055,33175784,Niat3g_61380,5-formyltetrahydrofolate cyclo-ligase-like protein cog0212,+
chr0,33178290,33190104,Niat3g_61381,protein LIKE COV 2-like,-
chr0,33714839,33716617,Niat3g_61384,5-formyltetrahydrofolate cyclo-ligase-like protein cog0212,-
chr0,33719075,33722765,Niat3g_61385,Glycosyltransferase,+
chr0,33902369,33905092,Niat3g_61402,Mdis1-interacting receptor like kinase 2,+
chr0,33927135,33937825,Niat3g_61403,titin homolog isoform X5,+
chr0,33943919,33950177,Niat3g_61405,Cellulose synthase,-
chr0,34148806,34149187,Niat3g_61407,Egg cell 1,+
chr0,34187108,34191749,Niat3g_61408,Nitrate reductase [NAD(P)H]-like isoform X2,+
chr0,34635471,34636937,Niat3g_61411,stress protein DDR48-like,-
chr0,34700893,34702436,Niat3g_61412,Unknown protein,-
chr0,34854282,34855340,Niat3g_61413,Abscisic stress-ripening protein 2,-
chr0,34966397,34972579,Niat3g_61414,Protein SET DOMAIN GROUP 41,-
chr0,35150314,35151787,Niat3g_61416,sugar transport protein 12-like,-
chr0,35276362,35289758,Niat3g_61420,Protein RFT1 homolog,+
chr0,35394803,35404724,Niat3g_61425,mucin-1-like,-
chr0,35430830,35431517,Niat3g_61427,Plant invertase/pectin methylesterase inhibitor superfamily protein,+
chr0,35457318,35459913,Niat3g_61428,"Thioredoxin y1, chloroplastic",-
chr0,35462207,35472611,Niat3g_61430,conserved oligomeric Golgi complex subunit 2,+
chr0,35503767,35508521,Niat3g_61431,PAP2_C domain-containing protein,-
chr0,35620733,35639691,Niat3g_61432,sterol 3-beta-glucosyltransferase UGT80B1-like,-
chr0,36104864,36115879,Niat3g_61438,TFIIS N-terminal domain-containing protein,+
chr0,36168367,36176107,Niat3g_61441,G-box-binding factor 4,+
chr0,36227076,36229740,Niat3g_61442,Mavicyanin like,+
chr0,36451318,36452402,Niat3g_61447,SHSP domain-containing protein,-
chr0,36498347,36499115,Niat3g_61448,CCHC-type domain-containing protein,-
chr0,36505136,36506291,Niat3g_61449,Protein of unknown function (DUF793),-
chr0,36521106,36521391,Niat3g_61450,Unknown protein,+
chr0,36568984,36575763,Niat3g_61452,"Guanine nucleotide-binding protein, beta subunit",-
chr0,36700277,36703623,Niat3g_61456,Tubby-like F-box protein,-
chr0,36924906,36927791,Niat3g_61457,WAT1-related protein,-
chr0,36966636,36968865,Niat3g_61458,Thioredoxin superfamily protein isoform 1,-
chr0,36986255,36986519,Niat3g_61459,Unknown protein,+
chr0,37031681,37033301,Niat3g_61460,WAT1-related protein,-
chr0,37250194,37253097,Niat3g_61461,Trihelix transcription factor GT-2,-
chr0,37302687,37321924,Niat3g_61462,Exocyst complex component SEC5,-
chr0,37331527,37331930,Niat3g_61463,Unknown protein,-
chr0,37334460,37338702,Niat3g_61464,"Fructose-1,6-bisphosphatase, cytosolic",-
chr0,37420939,37429150,Niat3g_61465,DUF4205 domain-containing protein,+
chr0,37430764,37441119,Niat3g_61466,MAT1 domain-containing protein,-
chr0,37485953,37501316,Niat3g_61467,Histone H3,+
chr0,37490866,37494246,Niat3g_61468,NB-ARC domain-containing protein,-
chr0,37506696,37507959,Niat3g_61470,"Protein WHAT'S THIS FACTOR 1 homolog, chloroplastic",-
chr0,37588482,37588965,Niat3g_61474,F-box protein,+
chr0,37729972,37731416,Niat3g_61476,Actin,+
chr0,37815910,37817146,Niat3g_61488,Unknown protein,+
chr0,37908848,37909999,Niat3g_61512,Actin,+
chr0,37913098,37913952,Niat3g_61516,Actin,+
chr0,38045660,38047425,Niat3g_61523,glycosyltransferase family protein 2,+
chr0,38161061,38161454,Niat3g_61528,Unknown protein,+
chr0,38181644,38181878,Niat3g_61531,Unknown protein,+
chr0,38339971,38340202,Niat3g_61540,Unknown protein,+
chr0,38373179,38373596,Niat3g_61544,Unknown protein,+
chr0,38396077,38399543,Niat3g_61546,Protein of Unknown Function (DUF239),-
chr0,38448485,38450127,Niat3g_61550,"valine--tRNA ligase, mitochondrial 1-like",+
chr0,38542170,38542440,Niat3g_61562,Unknown protein,+
chr0,38593026,38593698,Niat3g_61564,Vacuolar iron transporter family protein,-
chr0,38615465,38615699,Niat3g_61569,Unknown protein,-
chr0,38795467,38795794,Niat3g_61607,Unknown protein,-
chr0,38920308,38920545,Niat3g_61620,Unknown protein,-
chr0,38932596,38932953,Niat3g_61627,Actin,+
chr0,39084043,39084334,Niat3g_61643,actin-related protein 6-like,+
chr0,39084701,39085319,Niat3g_61644,Actin-related protein 6,+
chr0,39105818,39106307,Niat3g_61647,Actin,-
chr0,39106636,39113180,Niat3g_61648,Actin,-
chr0,39112702,39114014,Niat3g_61649,Actin,-
chr0,39129474,39129894,Niat3g_61652,Actin,-
chr0,39131005,39132304,Niat3g_61653,actin-related protein 6-like,-
chr0,39176194,39176497,Niat3g_61665,Unknown protein,-
chr0,39249094,39249343,Niat3g_61679,Unknown protein,-
chr0,39301532,39305209,Niat3g_61684,Actin,-
chr0,39315099,39318070,Niat3g_61687,Actin,-
chr0,39537890,39541576,Niat3g_61688,F-box/FBD/LRR-repeat protein At1g13570-like,+
chr0,39692806,39697578,Niat3g_61689,Transcription factor vip1,+
chr0,39709089,39713259,Niat3g_61690,Serine decarboxylase,-
chr0,39978347,39979520,Niat3g_61691,SKP1-interacting partner 15,+
chr0,39981165,39981402,Niat3g_61692,Unknown protein,-
chr0,40129164,40142572,Niat3g_61695,"Protein kinase, putative",+
chr0,40143484,40144714,Niat3g_61696,Zinc finger protein zat3,+
chr0,40176675,40178518,Niat3g_61697,Unknown protein,-
chr0,40194975,40195239,Niat3g_61701,Unknown protein,-
chr0,40196096,40196360,Niat3g_61702,Unknown protein,+
chr0,40276926,40277157,Niat3g_61711,Unknown protein,-
chr0,40304495,40304819,Niat3g_61713,tropomyosin-1-like,+
chr0,40350870,40351104,Niat3g_61725,Unknown protein,+
chr0,40354468,40356511,Niat3g_61726,Unknown protein,-
chr0,40410858,40415917,Niat3g_61728,Rna-binding protein 2,-
chr0,40696899,40705573,Niat3g_61731,"Zinc finger, FYVE-type",+
chr0,41065716,41066062,Niat3g_61735,Unknown protein,-
chr0,41078454,41079081,Niat3g_61742,protein CROWDED NUCLEI 4-like,+
chr0,41105648,41105915,Niat3g_61751,pentatricopeptide repeat-containing protein At1g31790-like,-
chr0,41120253,41121565,Niat3g_61756,RING-type E3 ubiquitin transferase,+
chr0,41123731,41124073,Niat3g_61757,Histone-lysine N-methyltransferase,-
chr0,41124522,41125041,Niat3g_61758,Reverse transcriptase domain-containing protein,-
chr0,41256483,41257797,Niat3g_61769,"Protein mitoferrinlike 1, chloroplastic",+
chr0,41273581,41280149,Niat3g_61772,E4/E8 binding protein-1,+
chr0,41286569,41315196,Niat3g_61773,Terpene cyclase/mutase family member,-
chr0,41445357,41446266,Niat3g_61774,protein MKS1-like,-
chr0,41838096,41838534,Niat3g_61777,Unknown protein,-
chr0,42194209,42194572,Niat3g_61779,pollen-specific leucine-rich repeat extensin-like protein 1,-
chr0,42194862,42195313,Niat3g_61780,UPF0329 protein ECU05_1680/ECU11_0050-like,-
chr0,42280785,42281019,Niat3g_61785,Non-specific lipid-transfer protein,-
chr0,42601847,42605635,Niat3g_61786,Serinethreonine-protein kinase d6pkl2,+
chr0,42606727,42612440,Niat3g_61787,"D-xylose-proton symporter-like 3, chloroplastic",-
chr0,42746110,42747008,Niat3g_61789,Non-specific lipid-transfer protein,+
chr0,42945113,42947361,Niat3g_61794,Non-specific lipid-transfer protein,+
chr0,43025528,43025762,Niat3g_61799,Non-specific lipid-transfer protein,+
chr0,43098392,43100174,Niat3g_61801,Non-specific lipid-transfer protein,+
chr0,43782998,43783331,Niat3g_61804,Unknown protein,-
chr0,43785196,43785523,Niat3g_61805,Orf108a,+
chr0,43790457,43791090,Niat3g_61806,Integrase catalytic domain-containing protein,+
chr0,43793474,43793828,Niat3g_61807,Reverse transcriptase Ty1/copia-type domain-containing protein,+
chr0,43795208,43795438,Niat3g_61808,Unknown protein,-
chr0,43796325,43796565,Niat3g_61809,Unknown protein,-
chr0,43808343,43810075,Niat3g_61813,ribosomal protein S12,-
chr0,43815897,43816137,Niat3g_61815,Unknown protein,-
chr0,43822530,43822791,Niat3g_61816,Unknown protein,-
chr0,43849409,43849658,Niat3g_61823,Unknown protein,-
chr0,43855115,43855414,Niat3g_61825,NADH dehydrogenase [ubiquinone] iron-sulfur protein 2,+
chr0,43858781,43859072,Niat3g_61828,NADH dehydrogenase [ubiquinone] iron-sulfur protein 2-like,+
chr0,43899419,43899788,Niat3g_61832,ATP synthase subunit alpha,+
chr0,43900637,43901348,Niat3g_61833,ATP synthase subunit alpha,+
chr0,43910169,43910421,Niat3g_61837,Cytochrome b559 subunit alpha,-
chr0,43934523,43935363,Niat3g_61841,Ribosomal protein S3,+
chr0,43937311,43939017,Niat3g_61842,Cytochrome c oxidase subunit 2,+
chr0,43939023,43939524,Niat3g_61843,Cytochrome c oxidase subunit 2,+
chr0,44458835,44459546,Niat3g_61847,Unknown protein,+
chr0,44459631,44460023,Niat3g_61849,Unknown protein,+
chr0,44552822,44555530,Niat3g_61852,Uclacyanin-3,+
chr0,44627535,44628877,Niat3g_61854,ATP-dependent DNA helicase,+
chr0,44698477,44719672,Niat3g_61855,Domain of unknown function (DUF3598),-
chr0,44808441,44819063,Niat3g_61856,ELMO domain-containing protein,+
chr0,44819792,44822005,Niat3g_61857,Nucleoside diphosphate kinase,-
chr0,44982358,44987651,Niat3g_61858,WRKY domain-containing protein,+
chr0,45023891,45030646,Niat3g_61859,heterogeneous nuclear ribonucleoprotein R-like isoform X2,-
chr0,45289862,45295223,Niat3g_61862,Casein kinase II subunit beta,+
chr0,45307443,45307782,Niat3g_61864,Unknown protein,+
chr0,45314177,45319810,Niat3g_61867,Phosphatidylinositol 4-phosphate 5-kinase 8,+
chr0,45316591,45317268,Niat3g_61868,Reverse transcriptase domain-containing protein,+
chr0,45330302,45330863,Niat3g_61870,FLZ-type domain-containing protein,-
chr0,45524149,45525043,Niat3g_61873,Protein kinase domain-containing protein,+
chr0,46049999,46050368,Niat3g_61882,Unknown protein,-
chr0,46222423,46229789,Niat3g_61885,Ras-related protein RABH1b,+
chr0,46541906,46542779,Niat3g_61888,Polyribonucleotide nucleotidyltransferase,-
chr0,46612118,46619739,Niat3g_61890,dynamin-related protein 1E-like,+
chr0,46621361,46637074,Niat3g_61891,nucleolar GTP-binding protein 1,+
chr0,46792229,46794248,Niat3g_61892,1-cys peroxiredoxin,+
chr0,46921705,46922146,Niat3g_61893,Ring-h2 finger protein atl60,+
chr0,46958251,46965491,Niat3g_61896,Very-long-chain aldehyde decarbonylase GL1-1,-
chr0,47027506,47037324,Niat3g_61906,40s ribosomal protein s17,-
chr0,47031178,47034323,Niat3g_61907,Transpos_assoc domain-containing protein,+
chr0,47034671,47037153,Niat3g_61908,Unknown protein,+
chr0,47166366,47174867,Niat3g_61909,Protein eceriferum 1,-
chr0,47370598,47371090,Niat3g_61910,Unknown protein,+
chr0,47657849,47668249,Niat3g_61913,Multidrug resistance protein ABC transporter family,+
chr0,47717194,47726096,Niat3g_61917,ribose-phosphate pyrophosphokinase 1,-
chr0,48007020,48012119,Niat3g_61918,Protein nrt1 ptr family 7.3,+
chr0,48403206,48404212,Niat3g_61922,Ent-kaurenoic acid oxidase 1,+
chr0,48406903,48408382,Niat3g_61924,Transcription termination factor like,-
chr0,48495319,48505384,Niat3g_61925,"Heavy metal-associated domain, HMA",-
chr0,48496907,48498811,Niat3g_61926,Transpos_assoc domain-containing protein,+
chr0,48613198,48616794,Niat3g_61927,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein, putative",+
chr0,48718006,48718243,Niat3g_61930,Unknown protein,-
chr0,48835535,48836174,Niat3g_61933,Unknown protein,-
chr0,48836456,48842952,Niat3g_61934,Unknown protein,-
chr0,48968219,48993089,Niat3g_61935,Unknown protein,+
chr0,48993788,48994185,Niat3g_61936,DUF295 domain-containing protein,-
